ID,Seed,Levels,Wall_ins_thickness,Roof_ins_thickness,Ground_ins_thickness,Wnd_density_south,Wnd_density_north,Wnd_density_west,Wnd_density_east,Window_Option,Shading,Exterior_Surface,Form_factor,Windows,Walls,Win north area,Win south area,Win west area,Win east area,Wall area,Roof area,Ground area,imgName,Total CO2,MaterialCO2,OperationCO2,CO2 End of Life,Climate-location,Construction-preset,C3C4 MaterialCO2,D Material CO2,img
1366,17037,3,0.17,0.25,0.1,0.484021,0.268223,0.31842,0.16741,1,0,3071.448699,1.919655,385.590785,1173.928108,101.107697,177.034435,63.744645,43.704008,788.337323,948.760295,948.760295,s15671i1366d30.jpg,706237.783782,15572.026817,690665.756965,15893.492779,1,3,210145.949833,-252275.604254,NumberSlider1366.png
1367,17038,4,0.17,0.25,0.1,0.484021,0.268223,0.31842,0.16741,1,0,3183.767652,1.989855,586.841297,1674.081287,181.405026,327.354334,51.176023,26.905914,1087.23999,754.843182,754.843182,s15671i1367d116.jpg,914454.525495,-8118.281012,922572.806507,14688.837369,2,3,235948.84835,-271407.718239,NumberSlider1367.png
1368,17039,3,0.17,0.25,0.1,0.31687,0.196587,0.222906,0.16741,1,0,2800.308561,1.750193,291.160388,1213.691353,86.68479,139.723781,36.979125,27.772692,922.530965,793.308604,793.308604,s15671i1368d39.jpg,1050500,429699.219575,620777.264636,36439.445184,0,0,8650.942231,-45808.038616,NumberSlider1368.png
1369,17040,5,0.17,0.25,0.1,0.31687,0.196587,0.222906,0.271895,1,0,2523.043127,1.576902,406.566273,1597.620515,119.22473,192.173621,42.872711,52.29521,1191.054243,462.711306,462.711306,s15671i1369d145.jpg,1082500,450905.220064,631571.580669,36134.447759,1,0,8637.962958,-39703.723562,NumberSlider1369.png
1370,17041,3,0.17,0.25,0.1,0.499719,0.196587,0.222906,0.271895,1,0,3458.146603,2.161342,430.46021,1346.570432,94.942869,241.342802,42.425197,51.749342,916.110222,1055.788086,1055.788086,s15671i1370d42.jpg,1327800,497245.501817,830511.817376,44491.769997,2,0,10000.844638,-53175.513697,NumberSlider1370.png
1372,17043,3,0.17,0.25,0.1,0.332568,0.27495,0.327391,0.17638,1,0,2689.444021,1.680903,323.469922,1142.425735,94.637015,114.468754,74.322948,40.041205,818.955813,773.509143,773.509143,s15671i1372d48.jpg,989207.12935,392747.648501,596459.480849,31687.413749,1,1,7224.884851,-58294.605546,NumberSlider1372.png
1373,17044,5,0.17,0.25,0.1,0.332568,0.203314,0.231876,0.17638,1,0,2791.457859,1.744661,423.688736,1705.088679,100.809267,202.573863,79.868622,40.436984,1281.399943,543.18459,543.18459,s15671i1373d170.jpg,1246900,466728.566858,780164.856312,36103.315446,2,1,8076.928292,-64233.146064,NumberSlider1373.png
1374,17045,3,0.17,0.25,0.1,0.165417,0.203314,0.231876,0.17638,1,0,3750.167204,2.343855,269.371423,1422.19488,95.032435,77.318518,42.050471,54.969998,1152.823457,1163.986162,1163.986162,s15671i1374d51.jpg,1055200,192567.923631,862678.152119,15681.888265,0,2,41978.958652,-59848.937105,NumberSlider1374.png
1375,17046,5,0.17,0.25,0.1,0.165417,0.203314,0.231876,0.17638,1,0,3561.366916,2.225854,408.285865,2163.63545,171.666522,139.668114,55.065021,41.886209,1755.349585,698.865733,698.865733,s15671i1375d130.jpg,1050900,176712.757284,874219.621428,12915.921626,1,2,45410.4637349999,-49825.638583,NumberSlider1375.png
1376,17047,4,0.17,0.25,0.1,0.348266,0.281678,0.336361,0.280866,1,0,2779.997026,1.737498,453.588493,1450.181913,133.855554,165.49849,84.050886,70.183563,996.59342,664.907556,664.907556,s15671i1376d76.jpg,1026300,158365.230504,867947.037762,10857.407378,2,2,33086.7750729999,-42016.39986,NumberSlider1376.png
1377,17048,2,0.17,0.25,0.1,0.348266,0.281678,0.336361,0.280866,1,0,4158.240339,lut.89,351.722505,1123.494229,110.689967,136.856647,56.771208,47.404683,771.771724,1517.373055,1517.373055,s15671i1377d10.jpg,855314.149748,77692.138526,777622.011222,20052.578532,0,3,219173.905194,-273882.810292,NumberSlider1377.png
1378,17049,4,0.17,0.25,0.1,0.181114,0.210042,0.336361,0.280866,1,0,2212.569652,1.382856,292.212259,1333.428779,110.842898,95.577398,46.752788,39.039175,1041.216521,439.570436,439.570436,s15671i1378d80.jpg,491547.936931,-1206.898509,492754.83544,10590.54941,1,3,174865.970048,-201943.745909,NumberSlider1378.png
1379,17050,2,0.17,0.25,0.1,0.181114,0.210042,0.240846,0.185351,1,0,2705.741188,1.691088,159.788785,785.342058,45.353963,39.107727,42.567736,32.75936,625.553273,960.199565,960.199565,s15671i1379d10.jpg,558221.339927,50822.140957,507399.19897,14171.478287,2,3,157820.540744,-198055.145367,NumberSlider1379.png
1380,17051,4,0.17,0.25,0.1,0.363963,0.210042,0.240846,0.185351,1,0,3249.298234,2.030811,480.254126,1758.595249,140.021913,266.318474,43.861315,30.052424,1278.341123,745.351492,745.351492,s15671i1380d88.jpg,1394200,517486.010059,876735.556081,43469.124925,0,0,10011.868134,-44052.887725,NumberSlider1380.png
1381,17052,2,0.17,0.25,0.1,0.363963,0.288406,0.345331,0.185351,1,0,4638.461352,2.899038,368.421883,1189.998135,124.823431,149.682268,55.034877,38.881307,821.576253,1724.231609,1724.231609,s15671i1381d12.jpg,1453400,565927.489504,887426.437377,50704.616663,1,0,11802.488703,-69582.381002,NumberSlider1381.png
1382,17053,4,0.17,0.25,0.1,0.363963,0.288406,0.345331,0.289836,1,0,2338.847255,1.46178,438.666563,1354.5503,142.240075,179.504731,63.568672,53.353084,915.883738,492.148477,492.148477,s15671i1382d92.jpg,1166400,390307.546236,776141.905341,30501.349658,2,0,7269.855791,-35287.904463,NumberSlider1382.png
1383,17054,3,0.17,0.25,0.1,0.196812,0.216769,0.345331,0.289836,1,0,2752.203339,1.720127,272.856684,1069.081419,65.216818,71.781149,77.062479,58.796238,796.224735,841.56096,841.56096,s15671i1383d21.jpg,1045700,396977.3981,648716.516526,33516.38939,0,1,7514.095007,-59699.795243,NumberSlider1383.png
1384,17055,4,0.17,0.25,0.1,0.196812,0.216769,0.249816,0.289836,1,0,3343.545382,2.089716,372.989228,1650.400294,124.368985,112.918746,62.819043,72.882453,1277.411067,846.572544,846.572544,s15671i1384d96.jpg,1323600,500624.092551,823015.756434,42446.67604,1,1,9177.669973,-68684.491636,NumberSlider1384.png
1385,17056,3,0.17,0.25,0.1,0.379661,0.216769,0.249816,0.289836,1,0,3667.662403,2.292289,369.969356,1292.408409,81.106099,142.053392,67.961338,78.848527,922.439053,1187.626997,1187.626997,s15671i1385d30.jpg,1400500,497002.112836,903530.520487,44502.46872,2,1,9591.879059,-72296.764123,NumberSlider1385.png
1386,17057,4,0.17,0.25,0.1,0.379661,0.295133,0.249816,0.194321,1,0,2634.164978,1.646353,447.245535,1460.71188,157.212913,202.239596,49.381417,38.411608,1013.466345,586.726549,586.726549,s15671i1386d104.jpg,942306.863634,159549.017143,782757.846491,10060.136187,0,2,30705.44975,-39285.074197,NumberSlider1386.png
1387,17058,3,0.17,0.25,0.1,0.21251,0.295133,0.154301,0.194321,1,0,3179.083614,1.986927,291.53559,1269.968273,130.224181,93.767574,29.895101,37.648735,978.432682,954.557671,954.557671,s15671i1387d33.jpg,869358.895432,179601.601342,689757.29409,13557.596188,1,2,35428.721735,-52514.226104,NumberSlider1387.png
1388,17059,4,0.17,0.25,0.1,0.21251,0.223497,0.154301,0.194321,1,0,3845.87582,2.403672,406.200633,1938.352639,169.118444,171.110859,33.853226,32.118104,1532.152006,953.76159,953.76159,s15671i1388d112.jpg,1214200,177805.752758,1036400,14153.604724,2,2,46506.407921,-53174.8013999999,NumberSlider1388.png
1389,17060,3,0.17,0.25,0.1,0.395359,0.223497,0.258786,0.298806,1,0,3767.797498,2.354873,442.364571,1471.23652,117.432034,207.733384,54.393743,62.80541,1028.871949,1148.280489,1148.280489,s15671i1389d36.jpg,885073.934719,7902.601468,877171.333251,18493.653401,0,3,252911.638421,-300318.603475,NumberSlider1389.png
1390,17061,4,0.17,0.25,0.1,0.395359,0.223497,0.258786,0.298806,1,0,3152.401284,1.970251,514.424889,1695.471501,152.251473,269.327821,43.090921,49.754674,1181.046612,728.464892,728.464892,s15671i1390d116.jpg,795319.250463,-14921.304788,810240.555251,14463.65093,1,3,236924.851904,-271698.98735,NumberSlider1390.png
1391,17062,3,0.17,0.25,0.1,0.228208,0.151861,0.258786,0.298806,1,0,3466.402653,2.166502,295.934237,1389.081353,78.132431,117.41291,46.591871,53.797025,1093.147116,1038.66065,1038.66065,s15671i1391d39.jpg,766274.944319,-3071.733462,769346.677781,17297.652046,2,3,241658.279467,-286198.979746,NumberSlider1391.png
1392,17063,5,0.17,0.25,0.1,0.228208,0.151861,0.163271,0.203291,1,0,3444.048566,2.15253,358.327368,1907.904029,97.200029,146.066597,51.249444,63.811299,1549.57666,768.072268,768.072268,s15671i1392d150.jpg,1520700,582208.901251,938482.778921,53350.761119,0,0,11894.766493,-49920.757681,NumberSlider1392.png
1393,17064,3,0.17,0.25,0.1,0.411056,0.230225,0.163271,0.203291,1,0,2228.378345,1.392736,273.229687,1004.226454,74.731138,133.429366,28.9826,36.086583,730.996767,612.075946,612.075946,s15671i1393d42.jpg,828012.983492,353331.625509,474681.357983,29141.888803,1,0,7049.743354,-39839.762467,NumberSlider1393.png
1394,17065,5,0.17,0.25,0.1,0.411056,0.230225,0.163271,0.203291,1,0,3258.732623,2.036708,560.507516,1950.966488,170.064821,303.643728,38.661308,48.13766,1390.458971,653.883068,653.883068,s15671i1394d165.jpg,1535500,552104.143898,983398.645772,46745.416633,2,0,10591.360045,-45987.466584,NumberSlider1394.png
1395,17066,3,0.17,0.25,0.1,0.243905,0.230225,0.267756,0.307776,1,0,3410.709693,2.131694,340.049383,1349.402232,109.576119,116.087511,53.215961,61.169792,1009.35285,1030.65373,1030.65373,s15671i1395d48.jpg,1276400,477022.463923,799426.875456,40465.596048,0,1,9011.328423,-69832.749223,NumberSlider1395.png
1396,17067,5,0.17,0.25,0.1,0.243905,0.158588,0.267756,0.307776,1,0,2158.57637,1.34911,313.481088,1350.880257,63.91135,127.951264,65.266647,56.351828,1037.399168,403.848057,403.848057,s15671i1396d125.jpg,921594.172784,380773.052975,540821.119809,28419.210095,1,1,6568.936313,-54806.298902,NumberSlider1396.png
1397,17068,3,0.17,0.25,0.1,0.426754,0.158588,0.267756,0.307776,1,0,2674.970091,1.671856,371.89279,1274.73651,81.908558,220.412283,32.367126,37.204823,902.84372,700.116791,700.116791,s15671i1397d51.jpg,1038200,400259.012923,637916.698474,30103.57937,2,1,7062.032074,-58117.585733,NumberSlider1397.png
1398,17069,2,0.17,0.25,0.1,0.426754,0.236952,0.172241,0.307776,1,0,4536.519197,2.835324,356.910033,1188.265349,92.511195,166.613972,35.087469,62.697397,831.355316,1674.126924,1674.126924,s15671i1398d8.jpg,1166600,266881.41301,899682.916029,18949.38389,0,2,39821.068395,-71389.668271,NumberSlider1398.png
1399,17070,4,0.17,0.25,0.1,0.259603,0.236952,0.172241,0.212261,1,0,3294.673699,2.059171,412.823381,1755.086746,159.456978,174.699881,35.239381,43.427141,1342.263365,769.793477,769.793477,s15671i1399d72.jpg,952055.697501,169500.079548,782555.617953,12140.137446,1,2,39128.290863,-46337.971379,NumberSlider1399.png
1400,17071,2,0.17,0.25,0.1,0.259603,0.236952,0.276726,0.212261,1,0,3486.497053,2.179061,259.643629,1050.114703,90.714758,99.386416,39.355273,30.187183,790.471073,1218.191175,1218.191175,s15671i1400d10.jpg,907613.998483,217881.238414,689732.760069,14785.914815,2,2,31505.503879,-56840.779447,NumberSlider1400.png
1401,17072,4,0.17,0.25,0.1,0.442452,0.165316,0.276726,0.212261,1,0,2842.614164,1.776634,480.473687,1633.226799,112.956777,302.317733,36.897336,28.30184,1152.753112,604.693682,604.693682,s15671i1401d80.jpg,930375.511752,3221.556687,927153.955065,12870.447092,0,3,212307.338507,-243789.458651,NumberSlider1401.png
1402,17073,2,0.17,0.25,0.1,0.442452,0.165316,0.276726,0.316746,1,0,5175.788537,3.234868,337.175152,1120.867977,52.884376,141.539844,66.562393,76.188539,783.692825,2027.46028,2027.46028,s15671i1402d12.jpg,991492.7576,77430.338879,914062.418721,25209.918386,1,3,267742.149723,-335681.546095,NumberSlider1402.png
1403,17074,4,0.17,0.25,0.1,0.442452,0.24368,0.181211,0.316746,1,0,3363.950096,2.102469,531.081508,1688.283228,143.398338,260.369882,46.3305,80.982789,1157.20172,837.833434,837.833434,s15671i1403d88.jpg,980158.434699,-30941.565301,1011100,15801.883523,2,3,255633.313072,-293308.136586,NumberSlider1403.png
1404,17075,2,0.17,0.25,0.1,0.275301,0.24368,0.181211,0.316746,1,0,3037.454467,1.898409,207.046924,811.641204,57.556225,65.024983,30.737866,53.727849,604.59428,1112.906632,1112.906632,s15671i1404d12.jpg,1003600,394827.073128,608797.473534,34549.34999,0,0,8303.65821,-51380.187203,NumberSlider1404.png
1405,17076,4,0.17,0.25,0.1,0.275301,0.24368,0.181211,0.221231,1,0,2554.910259,1.596819,342.272864,1389.008101,131.261791,148.294919,28.239764,34.476389,1046.735237,582.951079,582.951079,s15671i1405d92.jpg,1039700,418399.429121,621341.655729,35121.945658,1,0,8256.150458,-38435.071979,NumberSlider1405.png
1406,17077,3,0.17,0.25,0.1,0.45815,0.172044,0.285696,0.221231,1,0,3880.784744,2.42549,387.79211,1344.42058,65.64076,174.800461,83.044662,64.306228,956.62847,1268.182082,1268.182082,s15671i1406d27.jpg,1496100,541453.568909,954669.116044,51370.276844,2,0,11249.254861,-59342.733776,NumberSlider1406.png
1407,17078,4,0.17,0.25,0.1,0.45815,0.172044,0.285696,0.221231,1,0,2426.553727,1.516596,438.252227,1443.637537,100.969372,268.880078,38.550737,29.85204,1005.38531,491.458095,491.458095,s15671i1407d96.jpg,1097600,390718.80595,706900.846162,27776.272482,0,1,6450.215146,-52545.519413,NumberSlider1407.png
1408,17079,3,0.17,0.25,0.1,0.290998,0.250407,0.190181,0.221231,1,0,2867.767307,1.792355,272.347446,1105.028436,86.753657,100.816456,39.189565,45.587769,832.680989,881.369436,881.369436,s15671i1408d30.jpg,1048800,408256.63829,640584.418472,34917.856206,1,1,7808.179235,-61643.383391,NumberSlider1408.png
1410,17081,3,0.17,0.25,0.1,0.473847,0.250407,0.190181,0.325716,1,0,2639.718168,1.649824,395.729739,1184.263118,114.217458,200.046565,35.436624,46.029092,788.533379,727.727525,727.727525,s15671i1410d30.jpg,969646.274144,177231.081278,792415.192866,11282.476431,0,2,28327.291539,-44568.466281,NumberSlider1410.png
1411,17082,4,0.17,0.25,0.1,0.473847,0.178771,0.294667,0.325716,1,0,2920.796915,1.825498,532.028685,1644.073275,109.028124,334.557185,49.652066,38.791311,1112.04459,638.36182,638.36182,s15671i1411d108.jpg,1123100,176016.28935,947042.029102,10681.002548,1,2,33126.299766,-41284.811818,NumberSlider1411.png
1412,17083,3,0.17,0.25,0.1,0.306696,0.178771,0.294667,0.230201,1,0,3291.311527,2.05707,305.918444,1227.106727,73.026759,171.06515,60.266612,1.559923,921.188283,1032.1024,1032.1024,s15671i1412d36.jpg,964681.038392,183292.417863,781388.620529,14277.590403,2,2,36912.922838,-55012.739072,NumberSlider1412.png
1413,17084,5,0.17,0.25,0.1,0.306696,0.257135,0.294667,0.230201,1,0,3027.413205,1.892133,518.5835,1869.80842,184.007662,219.474057,64.619411,50.48237,1351.224921,578.802392,578.802392,s15671i1413d140.jpg,871452.896999,-22734.29179,894187.188789,14321.289078,0,3,246472.623199,-281216.812926,NumberSlider1413.png
1414,17085,3,0.17,0.25,0.1,0.489545,0.257135,0.199152,0.230201,1,0,2817.40431,1.760878,379.466495,1167.877056,104.328741,198.625753,35.489434,41.022566,788.410561,824.763627,824.763627,s15671i1414d39.jpg,665735.130813,23197.3092279999,642537.821585,14490.667994,1,3,192889.770186,-231764.975359,NumberSlider1414.png
1415,17086,5,0.17,0.25,0.1,0.489545,0.257135,0.199152,0.334686,1,0,2822.899986,1.764312,585.105185,1697.582053,159.455446,303.578454,45.539469,76.531817,1112.476867,562.658967,562.658967,s15671i1415d150.jpg,1055600,-11942.348871,1067500,13792.759015,2,3,227877.681176,-262147.742255,NumberSlider1415.png
1416,17087,3,0.17,0.25,0.1,0.322394,0.185499,0.303637,0.334686,1,0,3408.929162,2.130581,368.109471,1340.389015,84.892908,147.542557,64.537246,71.13676,972.279543,1034.270074,1034.270074,s15671i1416d45.jpg,1316000,496105.645516,819846.308381,44315.773977,0,0,10080.175261,-52821.76547,NumberSlider1416.png
1417,17088,5,0.17,0.25,0.1,0.322394,0.185499,0.303637,0.334686,1,0,3498.90159,2.186813,557.091821,2094.125322,158.251998,275.039515,58.889179,64.911129,1537.033501,702.388134,702.388134,s15671i1417d160.jpg,1495300,591724.32482,903546.992405,50287.411807,1,0,11414.715714,-48013.450518,NumberSlider1417.png
1418,17089,3,0.17,0.25,0.1,0.155243,0.263863,0.303637,0.334686,1,0,3232.809736,2.020506,332.486048,1454.116208,153.731053,99.159405,46.553495,33.042094,1121.63016,889.346764,889.346764,s15671i1418d45.jpg,1250100,491144.16387,758925.579426,41191.659203,2,0,9832.71045,-49409.659251,NumberSlider1418.png
1419,17090,5,0.17,0.25,0.1,0.155243,0.263863,0.208122,0.239171,1,0,3093.093563,1.933183,397.989644,1873.686163,197.08146,115.952299,39.529266,45.426619,1475.696519,609.7037,609.7037,s15671i1419d125.jpg,1311600,512774.447299,798849.822658,40257.60753,0,1,8992.18369,-70487.604704,NumberSlider1419.png
1420,17091,3,0.17,0.25,0.1,0.338092,0.263863,0.208122,0.239171,1,0,3721.757647,2.326099,437.150701,1549.725599,154.501589,197.965559,39.402552,45.281001,1112.574898,1086.016024,1086.016024,s15671i1420d51.jpg,1332900,520137.498404,812802.692894,42793.687866,1,1,9552.170264,-73719.727543,NumberSlider1420.png
1421,17092,2,0.17,0.25,0.1,0.338092,0.192226,0.208122,0.239171,1,0,5031.895668,3.144935,290.30294,1171.469618,65.540745,115.274417,50.943752,58.544027,881.166677,1930.213025,1930.213025,s15671i1421d8.jpg,1664700,581025.701946,1083700,51858.775706,2,1,11839.234911,-90287.607746,NumberSlider1421.png
1422,17093,4,0.17,0.25,0.1,0.17094,0.192226,0.312607,0.343656,1,0,2938.854118,1.836784,337.168242,1553.030336,103.834582,127.006893,83.267456,23.05931,1215.862094,692.911891,692.911891,s15671i1422d76.jpg,901433.274565,156217.16996,745216.104605,11247.281071,0,2,35681.290618,-43396.853358,NumberSlider1422.png
1423,17094,2,0.17,0.25,0.1,0.17094,0.27059,0.312607,0.343656,1,0,3955.058335,2.471911,266.56013,1006.794828,80.397347,50.789585,64.484163,70.889035,740.234698,1474.131753,1474.131753,s15671i1423d8.jpg,977797.166116,235787.635915,742009.530201,17063.038379,1,2,35607.775643,-64877.2211959999,NumberSlider1423.png
1424,17095,4,0.17,0.25,0.1,0.17094,0.27059,0.312607,0.343656,1,0,2265.758616,1.416099,326.636253,1331.079913,138.78156,87.672766,47.721025,52.460903,1004.44366,467.339351,467.339351,s15671i1424d88.jpg,745065.407553,144319.151968,600746.255585,8785.564383,2,2,26800.124617,-35052.087824,NumberSlider1424.png
1425,17096,2,0.17,0.25,0.1,0.353789,0.27059,0.217092,0.248141,1,0,3419.533821,2.137209,240.902313,867.092902,72.342799,92.558563,44.442771,31.55818,626.190589,1276.22046,1276.22046,s15671i1425d12.jpg,688495.80671,63219.403558,625276.403152,17386.43151,0,3,187490.046631,-235920.367635,NumberSlider1425.png
1426,17097,4,0.17,0.25,0.1,0.353789,0.198954,0.217092,0.248141,1,0,3038.242197,1.898901,421.716616,1594.387568,115.574633,205.520329,46.953091,53.668562,1172.670952,721.927315,721.927315,s15671i1426d92.jpg,705596.133367,-25970.214304,731566.347671,14341.386687,1,3,235195.673291,-269794.762603,NumberSlider1426.png
1427,17098,2,0.17,0.25,0.1,0.186638,0.198954,0.321577,0.248141,1,0,4492.808588,2.808005,269.284561,1245.027129,92.247878,86.537513,51.082159,39.41701,975.742568,1623.89073,1623.89073,s15671i1427d14.jpg,902749.96272,66253.414591,836496.548129,21379.557556,2,3,241873.796515,-299379.559741,NumberSlider1427.png
1428,17099,4,0.17,0.25,0.1,0.186638,0.277318,0.321577,0.152627,1,0,2773.374775,1.733359,371.747787,1596.324582,182.491484,122.818982,45.05389,21.383431,1224.576796,588.525096,588.525096,s15671i1428d100.jpg,1142700,459852.660577,682862.383954,36944.199391,0,0,8896.515965,-39391.924683,NumberSlider1428.png
1429,17100,3,0.17,0.25,0.1,0.369487,0.277318,0.321577,0.152627,1,0,2994.911439,1.87182,363.467237,1229.739131,110.291493,152.634126,69.466887,31.074731,866.271895,882.586154,882.586154,s15671i1429d30.jpg,1121400,445177.039441,676193.807484,38700.068504,1,0,8925.444522,-48070.763993,NumberSlider1429.png
1430,17101,4,0.17,0.25,0.1,0.369487,0.277318,0.226062,0.152627,1,0,3323.364959,2.077103,536.303785,1812.131772,199.817035,266.228247,41.941535,28.316968,1275.827988,755.616593,755.616593,s15671i1430d100.jpg,1443100,525253.006315,917820.971677,43856.362948,2,0,10064.276198,-44330.843702,NumberSlider1430.png
1431,17102,3,0.17,0.25,0.1,0.202336,0.205681,0.226062,0.152627,1,0,4131.746135,2.582341,328.846506,1638.230041,130.840804,128.712558,41.365254,27.92789,1309.383535,1246.758047,1246.758047,s15671i1431d30.jpg,1512000,571884.512107,940067.037206,48753.485108,0,1,10864.173836,-82685.901891,NumberSlider1431.png
1433,17104,3,0.17,0.25,0.1,0.385185,0.284045,0.330547,0.257112,1,0,2960.736073,1.85046,379.424709,1185.744277,108.010859,146.470079,70.278549,54.665223,806.319568,887.495898,887.495898,s15671i1433d36.jpg,1152800,419475.161846,733336.579508,34958.934347,2,1,7773.173717,-61221.753539,NumberSlider1433.png
1434,17105,4,0.17,0.25,0.1,0.385185,0.284045,0.330547,0.257112,1,0,3527.907955,2.204942,558.511213,1726.084383,178.764116,242.416315,77.246012,60.08477,1167.573169,900.911786,900.911786,s15671i1434d112.jpg,1198700,180299.313806,1018400,13431.173366,0,2,41990.516575,-50657.456423,NumberSlider1434.png
1435,17106,3,0.17,0.25,0.1,0.218034,0.284045,0.235032,0.161597,1,0,4283.354109,2.677096,359.105114,1517.625911,156.603371,120.208995,48.76459,33.528157,1158.520797,1382.864099,1382.864099,s15671i1435d39.jpg,1163200,212043.384862,951164.837641,17828.142335,1,2,47458.245814,-67199.084859,NumberSlider1435.png
1436,17107,5,0.17,0.25,0.1,0.218034,0.212409,0.235032,0.161597,1,0,3113.7186,1.946074,396.093663,1874.354969,153.161266,157.216929,50.792807,34.922661,1478.261306,619.681815,619.681815,s15671i1436d155.jpg,1009300,163848.455938,845471.95303,11871.332355,2,2,40147.450747,-46392.892509,NumberSlider1436.png
1437,17108,3,0.17,0.25,0.1,0.400882,0.212409,0.235032,0.161597,1,0,3204.177397,2.002611,376.535596,1359.533639,104.821374,197.830766,43.781458,30.101998,982.998042,922.321879,922.321879,s15671i1437d45.jpg,746102.825418,14966.193136,731136.632282,15857.38412,0,3,218598.269472,-260066.893699,NumberSlider1437.png
1438,17109,5,0.17,0.25,0.1,0.400882,0.290773,0.339517,0.266082,1,0,2720.236952,1.700148,596.706101,1762.540109,190.524055,308.092542,60.46227,37.627233,1165.834008,478.848421,478.848421,s15671i1438d160.jpg,962131.942629,12516.91098,949615.031649,12724.021876,1,3,211919.140252,-243946.092757,NumberSlider1438.png
1439,17110,3,0.17,0.25,0.1,0.233731,0.290773,0.339517,0.266082,1,0,2680.599062,1.675374,350.596489,1301.392079,155.845505,125.272952,38.951501,30.526531,950.795589,689.603492,689.603492,s15671i1439d48.jpg,667262.960862,29577.76791,637685.192952,13177.586249,2,3,184196.019112,-219551.192332,NumberSlider1439.png
1440,17111,5,0.17,0.25,0.1,0.233731,0.290773,0.339517,0.266082,1,0,3182.05267,1.988783,519.860219,1920.498823,221.108566,177.733216,67.846622,53.171815,1400.638604,630.776924,630.776924,s15671i1440d170.jpg,1480000,544549.314939,935453.831783,45764.7485319999,0,0,10472.314509,-45382.143292,NumberSlider1440.png
1441,17112,3,0.17,0.25,0.1,0.41658,0.219137,0.244002,0.266082,1,0,3710.783859,2.31924,474.33138,1558.834859,133.894866,254.534975,41.091605,44.809933,1084.503479,1075.9745,1075.9745,s15671i1441d51.jpg,1395000,538801.867599,856171.36347,46638.218665,1,0,10681.333471,-54501.635231,NumberSlider1441.png
1442,17113,5,0.17,0.25,0.1,0.41658,0.219137,0.244002,0.170567,1,0,2638.25413,1.648909,458.649936,1589.504039,127.995671,243.32057,51.401859,35.931836,1130.854103,524.375045,524.375045,s15671i1442d135.jpg,1258600,464909.760177,793641.695056,38443.512146,2,0,8842.867038,-41170.60194,NumberSlider1442.png
1443,17114,4,0.17,0.25,0.1,0.249429,0.2975,0.348487,0.170567,1,0,2434.273739,1.521421,372.176218,1379.012726,152.457979,127.823153,61.69737,30.197716,1006.836508,527.630506,527.630506,s15671i1443d72.jpg,1012600,385893.315273,626665.712814,29077.01641,0,1,6662.118093,-53597.528029,NumberSlider1443.png
1444,17115,2,0.17,0.25,0.1,0.249429,0.2975,0.348487,0.170567,1,0,4423.986482,2.764992,288.765117,1079.328723,92.318502,77.401276,79.925758,39.119582,790.563606,1672.328879,1672.328879,s15671i1444d10.jpg,1407300,520947.975529,886348.647082,45545.862472,1,1,10472.08381,-80978.281581,NumberSlider1444.png
1445,17116,4,0.17,0.25,0.1,0.249429,0.2975,0.348487,0.275052,1,0,3523.239146,2.202024,505.199056,1795.483713,211.9449,177.697918,64.582766,50.973472,1290.284657,863.877716,863.877716,s15671i1445d76.jpg,1465400,526291.508636,939123.12035,43203.923786,2,1,9309.621847,-69462.339793,NumberSlider1445.png
1446,17117,2,0.17,0.25,0.1,0.432278,0.225864,0.252972,0.275052,1,0,2766.919911,1.729325,228.830294,763.371407,47.372884,90.666183,43.497385,47.293842,534.541112,1001.774252,1001.774252,s15671i1446d12.jpg,740932.635784,183538.867255,557393.768529,12667.004348,0,2,25730.210345,-49512.821658,NumberSlider1446.png
1447,17118,4,0.17,0.25,0.1,0.432278,0.225864,0.252972,0.275052,1,0,2263.035274,1.414397,395.442302,1261.8836,48.613408,244.092262,75.719273,27.01736,866.441297,500.575837,500.575837,s15671i1447d88.jpg,828235.988997,148249.234492,679986.754505,9066.281728,1,2,26801.248568,-35979.755147,NumberSlider1447.png
1448,17119,2,0.17,0.25,0.1,0.265127,0.154228,0.252972,0.179537,1,0,5104.944977,3.190591,284.064526,1343.39469,75.631837,130.015404,45.865854,32.551432,1059.330164,1880.775143,1880.775143,s15671i1448d12.jpg,1284900,285286.701784,999578.935672,20930.171727,2,2,45208.890655,-78357.58132,NumberSlider1448.png
1449,17120,4,0.17,0.25,0.1,0.265127,0.154228,0.157457,0.179537,1,0,4075.284813,2.547053,437.815457,2151.931298,118.640929,253.28306,33.568724,32.322743,1714.115842,961.676757,961.676757,s15671i1449d88.jpg,869371.041631,-57854.965272,927226.006903,18086.342473,0,3,313211.521981,-354269.570669,NumberSlider1449.png
1450,17121,3,0.17,0.25,0.1,0.447976,0.154228,0.157457,0.179537,1,0,2639.709528,1.649818,257.50497,1038.878799,47.951397,139.281114,32.834146,37.438313,781.373829,800.415364,800.415364,s15671i1450d27.jpg,555645.114578,8971.585003,546673.529575,14167.635259,1,3,189061.832932,-227296.796112,NumberSlider1450.png
